GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),6.921806,AUTO
Start Frequency,2250000
Stop Frequency,2700000
Frequency Offset,0
Average Type,Log Pwr
RBW,30,MAN
VBW,300,MAN
Sweep Type,Continuous
Speed,Fast
Sweep Mode,AUTO
PreAmp State,OFF
Ref Level,-20
Attenuation,0
Ref Level Offset,0
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,0
Trigger Slope,RISE
Trigger Delay,0,OFF
Ampt Correction,OFF
Antenna Unit,OFF
Correction1,OFF
Correction2,OFF
Correction3,OFF
Correction4,OFF
Correction5,OFF
Trace Math,Off
Trace Math By,Log Pwr
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1
Average Count,100
Trace Type,ClearWrite
Detector,PosPeak
Trace Data
2250000,-109.304222106934
2250978.26086957,-108.799476623535
2251956.52173913,-108.796951293945
2252934.7826087,-108.108932495117
2253913.04347826,-107.954139709473
2254891.30434783,-111.718757629395
2255869.56521739,-107.511077880859
2256847.82608696,-108.848945617676
2257826.08695652,-109.37198638916
2258804.34782609,-104.633766174316
2259782.60869565,-108.033790588379
2260760.86956522,-109.601745605469
2261739.13043478,-108.948921203613
2262717.39130435,-109.477149963379
2263695.65217391,-108.458435058594
2264673.91304348,-108.808113098145
2265652.17391304,-111.781593322754
2266630.43478261,-108.042572021484
2267608.69565217,-105.840454101563
2268586.95652174,-108.519386291504
2269565.2173913,-111.121772766113
2270543.47826087,-107.296310424805
2271521.73913043,-108.086906433105
2272500,-110.29377746582
2273478.26086957,-108.755012512207
2274456.52173913,-107.199653625488
2275434.7826087,-109.834632873535
2276413.04347826,-108.570671081543
2277391.30434783,-108.401084899902
2278369.56521739,-108.337669372559
2279347.82608696,-111.663505554199
2280326.08695652,-110.273933410645
2281304.34782609,-106.425834655762
2282282.60869565,-109.391624450684
2283260.86956522,-111.09260559082
2284239.13043478,-107.850570678711
2285217.39130435,-110.534446716309
2286195.65217391,-109.334526062012
2287173.91304348,-107.494400024414
2288152.17391304,-107.597206115723
2289130.43478261,-107.517234802246
2290108.69565217,-109.943725585938
2291086.95652174,-109.50350189209
2292065.2173913,-108.089965820313
2293043.47826087,-110.145988464355
2294021.73913043,-111.382080078125
2295000,-109.925003051758
2295978.26086957,-108.598915100098
2296956.52173913,-108.842491149902
2297934.7826087,-107.666694641113
2298913.04347826,-106.629684448242
2299891.30434783,-106.912643432617
2300869.56521739,-108.907836914063
2301847.82608696,-109.245864868164
2302826.08695652,-108.119102478027
2303804.34782609,-105.733085632324
2304782.60869565,-108.499046325684
2305760.86956522,-110.361045837402
2306739.13043478,-109.014762878418
2307717.39130435,-108.155250549316
2308695.65217391,-108.377883911133
2309673.91304348,-108.343475341797
2310652.17391304,-110.037475585938
2311630.43478261,-110.097274780273
2312608.69565217,-107.358947753906
2313586.95652174,-108.656562805176
2314565.2173913,-109.155120849609
2315543.47826087,-107.43416595459
2316521.73913043,-110.150375366211
2317500,-107.177001953125
2318478.26086957,-109.04630279541
2319456.52173913,-109.125930786133
2320434.7826087,-108.518531799316
2321413.04347826,-109.283248901367
2322391.30434783,-108.960792541504
2323369.56521739,-110.859184265137
2324347.82608696,-108.862846374512
2325326.08695652,-108.228248596191
2326304.34782609,-107.834831237793
2327282.60869565,-109.253227233887
2328260.86956522,-109.359924316406
2329239.13043478,-109.96671295166
2330217.39130435,-108.277648925781
2331195.65217391,-111.510765075684
2332173.91304348,-108.228851318359
2333152.17391304,-109.707801818848
2334130.43478261,-110.149711608887
2335108.69565217,-109.853202819824
2336086.95652174,-108.757392883301
2337065.2173913,-107.93904876709
2338043.47826087,-107.557502746582
2339021.73913043,-107.657646179199
2340000,-108.708511352539
2340978.26086957,-111.152870178223
2341956.52173913,-109.324584960938
2342934.7826087,-109.071266174316
2343913.04347826,-110.079696655273
2344891.30434783,-107.186012268066
2345869.56521739,-108.044075012207
2346847.82608696,-108.688568115234
2347826.08695652,-106.452186584473
2348804.34782609,-109.226303100586
2349782.60869565,-107.766525268555
2350760.86956522,-108.086433410645
2351739.13043478,-109.250640869141
2352717.39130435,-108.534599304199
2353695.65217391,-108.702293395996
2354673.91304348,-108.362266540527
2355652.17391304,-108.581970214844
2356630.43478261,-105.865768432617
2357608.69565217,-109.800407409668
2358586.95652174,-110.149696350098
2359565.2173913,-106.846702575684
2360543.47826087,-104.758438110352
2361521.73913043,-110.263648986816
2362500,-109.75316619873
2363478.26086957,-108.208038330078
2364456.52173913,-109.434677124023
2365434.7826087,-106.539100646973
2366413.04347826,-108.83016204834
2367391.30434783,-110.631042480469
2368369.56521739,-107.735046386719
2369347.82608696,-107.677635192871
2370326.08695652,-108.120780944824
2371304.34782609,-109.48664855957
2372282.60869565,-111.009651184082
2373260.86956522,-109.136344909668
2374239.13043478,-106.899307250977
2375217.39130435,-108.638275146484
2376195.65217391,-110.691276550293
2377173.91304348,-108.319961547852
2378152.17391304,-109.452033996582
2379130.43478261,-108.794021606445
2380108.69565217,-108.49382019043
2381086.95652174,-107.09211730957
2382065.2173913,-106.944244384766
2383043.47826087,-109.713500976563
2384021.73913043,-110.755310058594
2385000,-109.102165222168
2385978.26086957,-111.488204956055
2386956.52173913,-108.74299621582
2387934.7826087,-109.61531829834
2388913.04347826,-109.076499938965
2389891.30434783,-106.930572509766
2390869.56521739,-108.80290222168
2391847.82608696,-111.311157226563
2392826.08695652,-108.196128845215
2393804.34782609,-109.769584655762
2394782.60869565,-108.064880371094
2395760.86956522,-109.984634399414
2396739.13043478,-107.386573791504
2397717.39130435,-109.067031860352
2398695.65217391,-96.3234786987305
2399673.91304348,-109.113006591797
2400652.17391304,-109.542991638184
2401630.43478261,-108.651611328125
2402608.69565217,-108.907958984375
2403586.95652174,-107.242866516113
2404565.2173913,-107.020584106445
2405543.47826087,-107.859184265137
2406521.73913043,-107.423690795898
2407500,-108.460189819336
2408478.26086957,-108.698760986328
2409456.52173913,-107.049270629883
2410434.7826087,-109.947570800781
2411413.04347826,-106.501754760742
2412391.30434783,-107.754493713379
2413369.56521739,-109.688621520996
2414347.82608696,-109.617332458496
2415326.08695652,-110.35034942627
2416304.34782609,-109.007514953613
2417282.60869565,-107.303970336914
2418260.86956522,-108.051315307617
2419239.13043478,-109.789436340332
2420217.39130435,-109.634300231934
2421195.65217391,-109.694953918457
2422173.91304348,-108.620735168457
2423152.17391304,-107.60425567627
2424130.43478261,-105.141471862793
2425108.69565217,-109.300621032715
2426086.95652174,-108.595603942871
2427065.2173913,-106.658576965332
2428043.47826087,-112.054847717285
2429021.73913043,-107.916862487793
2430000,-108.194007873535
2430978.26086957,-107.015403747559
2431956.52173913,-108.699195861816
2432934.7826087,-106.683547973633
2433913.04347826,-108.002006530762
