GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),3.76426,AUTO
Start Frequency,1800000
Stop Frequency,3100000
Frequency Offset,0
Average Type,Log Pwr
RBW,300,MAN
VBW,3,MAN
Sweep Type,Continuous
Speed,Fast
Sweep Mode,AUTO
PreAmp State,OFF
Ref Level,-20
Attenuation,0
Ref Level Offset,0
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,0
Trigger Slope,RISE
Trigger Delay,0,OFF
Ampt Correction,OFF
Antenna Unit,OFF
Correction1,OFF
Correction2,OFF
Correction3,OFF
Correction4,OFF
Correction5,OFF
Trace Math,Off
Trace Math By,Log Pwr
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1
Average Count,100
Trace Type,ClearWrite
Detector,PosPeak
Trace Data
1800000,-106.156608581543
1802826.08695652,-104.605125427246
1805652.17391304,-105.121429443359
1808478.26086957,-104.454261779785
1811304.34782609,-105.496810913086
1814130.43478261,-105.511329650879
1816956.52173913,-105.92308807373
1819782.60869565,-105.36109161377
1822608.69565217,-105.407699584961
1825434.7826087,-105.810157775879
1828260.86956522,-105.783790588379
1831086.95652174,-105.109153747559
1833913.04347826,-105.658554077148
1836739.13043478,-105.685905456543
1839565.2173913,-105.478622436523
1842391.30434783,-105.889175415039
1845217.39130435,-105.804962158203
1848043.47826087,-105.822471618652
1850869.56521739,-105.494087219238
1853695.65217391,-105.443519592285
1856521.73913043,-105.836250305176
1859347.82608696,-105.938819885254
1862173.91304348,-105.197799682617
1865000,-106.464576721191
1867826.08695652,-105.038970947266
1870652.17391304,-104.916839599609
1873478.26086957,-106.344032287598
1876304.34782609,-103.862319946289
1879130.43478261,-106.780082702637
1881956.52173913,-103.704391479492
1884782.60869565,-105.074348449707
1887608.69565217,-106.154434204102
1890434.7826087,-106.534767150879
1893260.86956522,-104.766540527344
1896086.95652174,-105.358528137207
1898913.04347826,-105.054321289063
1901739.13043478,-105.745750427246
1904565.2173913,-105.131904602051
1907391.30434783,-104.91340637207
1910217.39130435,-105.798751831055
1913043.47826087,-105.327568054199
1915869.56521739,-105.208793640137
1918695.65217391,-105.597969055176
1921521.73913043,-105.077835083008
1924347.82608696,-106.353340148926
1927173.91304348,-105.305732727051
1930000,-105.642860412598
1932826.08695652,-105.12614440918
1935652.17391304,-105.295425415039
1938478.26086957,-105.461799621582
1941304.34782609,-105.455604553223
1944130.43478261,-105.48217010498
1946956.52173913,-105.871696472168
1949782.60869565,-105.101615905762
1952608.69565217,-106.0322265625
1955434.7826087,-104.935623168945
1958260.86956522,-105.07950592041
1961086.95652174,-105.283004760742
1963913.04347826,-104.069831848145
1966739.13043478,-105.572044372559
1969565.2173913,-105.64232635498
1972391.30434783,-105.11319732666
1975217.39130435,-105.983917236328
1978043.47826087,-105.548645019531
1980869.56521739,-105.847023010254
1983695.65217391,-104.955871582031
1986521.73913043,-105.398986816406
1989347.82608696,-104.257629394531
1992173.91304348,-106.102935791016
1995000,-105.346527099609
1997826.08695652,-104.685256958008
2000652.17391304,-104.835678100586
2003478.26086957,-104.317207336426
2006304.34782609,-105.030334472656
2009130.43478261,-105.426200866699
2011956.52173913,-105.36653137207
2014782.60869565,-105.827178955078
2017608.69565217,-105.922058105469
2020434.7826087,-104.863479614258
2023260.86956522,-104.49649810791
2026086.95652174,-105.204055786133
2028913.04347826,-104.767799377441
2031739.13043478,-104.846382141113
2034565.2173913,-105.421531677246
2037391.30434783,-105.343681335449
2040217.39130435,-104.75065612793
2043043.47826087,-105.330017089844
2045869.56521739,-105.922485351563
2048695.65217391,-104.488807678223
2051521.73913043,-105.114456176758
2054347.82608696,-105.529876708984
2057173.91304348,-104.948539733887
2060000,-105.414031982422
2062826.08695652,-105.154678344727
2065652.17391304,-105.015502929688
2068478.26086957,-104.816772460938
2071304.34782609,-103.908615112305
2074130.43478261,-105.328742980957
2076956.52173913,-105.159141540527
2079782.60869565,-104.942543029785
2082608.69565217,-105.403991699219
2085434.7826087,-104.728073120117
2088260.86956522,-105.06396484375
2091086.95652174,-105.659980773926
2093913.04347826,-104.594512939453
2096739.13043478,-105.173721313477
2099565.2173913,-105.647506713867
2102391.30434783,-105.521430969238
2105217.39130435,-105.494071960449
2108043.47826087,-105.347091674805
2110869.56521739,-106.116546630859
2113695.65217391,-104.934005737305
2116521.73913043,-105.069152832031
2119347.82608696,-104.197326660156
2122173.91304348,-105.214149475098
2125000,-105.809242248535
2127826.08695652,-105.534515380859
2130652.17391304,-104.538116455078
2133478.26086957,-104.872047424316
2136304.34782609,-104.982032775879
2139130.43478261,-104.94556427002
2141956.52173913,-104.846252441406
2144782.60869565,-103.845718383789
2147608.69565217,-105.335121154785
2150434.7826087,-104.551193237305
2153260.86956522,-105.146591186523
2156086.95652174,-104.129035949707
2158913.04347826,-104.108283996582
2161739.13043478,-104.561546325684
2164565.2173913,-104.891998291016
2167391.30434783,-104.813301086426
2170217.39130435,-105.494842529297
2173043.47826087,-105.834167480469
2175869.56521739,-105.216201782227
2178695.65217391,-105.018356323242
2181521.73913043,-105.006256103516
2184347.82608696,-104.731056213379
2187173.91304348,-105.578926086426
2190000,-104.513168334961
2192826.08695652,-104.316947937012
2195652.17391304,-105.401657104492
2198478.26086957,-105.01171875
2201304.34782609,-106.022262573242
2204130.43478261,-105.786643981934
2206956.52173913,-105.148086547852
2209782.60869565,-105.34635925293
2212608.69565217,-104.434303283691
2215434.7826087,-105.025764465332
2218260.86956522,-104.878295898438
2221086.95652174,-104.212455749512
2223913.04347826,-104.71736907959
2226739.13043478,-104.554878234863
2229565.2173913,-105.222526550293
2232391.30434783,-104.388488769531
2235217.39130435,-104.109931945801
2238043.47826087,-104.363349914551
2240869.56521739,-104.527000427246
2243695.65217391,-104.60661315918
2246521.73913043,-103.727355957031
2249347.82608696,-105.329299926758
2252173.91304348,-105.814231872559
2255000,-104.647132873535
2257826.08695652,-104.416778564453
2260652.17391304,-104.16756439209
2263478.26086957,-102.861946105957
2266304.34782609,-104.220779418945
2269130.43478261,-103.672882080078
2271956.52173913,-104.750015258789
2274782.60869565,-104.175811767578
2277608.69565217,-104.450332641602
2280434.7826087,-105.009544372559
2283260.86956522,-105.282531738281
2286086.95652174,-104.836143493652
2288913.04347826,-105.003974914551
2291739.13043478,-104.355133056641
2294565.2173913,-102.507797241211
2297391.30434783,-103.149085998535
2300217.39130435,-105.653793334961
2303043.47826087,-104.217552185059
2305869.56521739,-103.73828125
2308695.65217391,-104.025848388672
2311521.73913043,-105.016967773438
2314347.82608696,-103.517700195313
2317173.91304348,-105.464233398438
2320000,-105.382217407227
2322826.08695652,-105.351715087891
2325652.17391304,-104.121154785156
2328478.26086957,-103.560447692871
2331304.34782609,-105.232971191406
2334130.43478261,-104.786499023438
