2.000000000000E+6, 2.000000000000E+6, 5.254624074740E-4, -5.698509508203E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 7.431160631670E-4, -5.698509508203E+1
2.002503128911E+6, 2.002503128911E+6, 3.838899484430E-4, -5.093802072786E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 5.429023715468E-4, -5.093802072786E+1
2.005006257822E+6, 2.005006257822E+6, 1.637563805628E-3, -5.624005733157E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 2.315864943171E-3, -5.624005733157E+1
2.007509386733E+6, 2.007509386734E+6, 3.025432376219E-3, 1.446808838751E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 4.278607498491E-3, 1.446808838751E+2
2.010012515645E+6, 2.010012515645E+6, 8.959611401230E-4, 1.381946147805E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.267080395721E-3, 1.381946147805E+2
2.012515644556E+6, 2.012515644556E+6, 5.362425485314E-4, 1.363770655760E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 7.583614848546E-4, 1.363770655760E+2
2.015018773467E+6, 2.015018773467E+6, 4.240740951067E-4, 1.461877699945E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 5.997313367510E-4, 1.461877699945E+2
2.017521902378E+6, 2.017521902378E+6, 3.461429257178E-4, 1.505058169240E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 4.895200200696E-4, 1.505058169240E+2
2.020025031289E+6, 2.020025031289E+6, 6.609288752321E-4, 1.531907545762E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 9.346945791172E-4, 1.531907545762E+2
2.022528160200E+6, 2.022528160200E+6, 8.351183072366E-4, -2.024834321004E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.181035636280E-3, -2.024834321004E+1
2.025031289111E+6, 2.025031289111E+6, 1.053618649336E-3, -1.613671000059E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.490041783461E-3, -1.613671000059E+2
2.027534418023E+6, 2.027534418022E+6, 2.491032706447E-4, 6.146330634238E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 3.522852237772E-4, 6.146330634238E+1
2.030037546934E+6, 2.030037546933E+6, 9.797047933589E-5, 9.215560962022E+0, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.385511805890E-4, 9.215560962022E+0
2.032540675845E+6, 2.032540675845E+6, 8.101109446235E-5, -4.734799953167E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.145669884913E-4, -4.734799953167E+1
2.035043804756E+6, 2.035043804756E+6, 1.946972497906E-4, -6.581866351295E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 2.753434912106E-4, -6.581866351295E+1
2.037546933667E+6, 2.037546933667E+6, 1.070555651310E-3, -8.352540439628E+1, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.513994321357E-3, -8.352540439628E+1
2.040050062578E+6, 2.040050062578E+6, 4.698540802596E-4, 1.340041960327E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 6.644740126395E-4, 1.340041960327E+2
2.042553191489E+6, 2.042553191489E+6, 2.620518156112E-4, 1.317012350451E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 3.705972316818E-4, 1.317012350451E+2
2.045056320401E+6, 2.045056320401E+6, 1.695900913483E-4, 1.273673922335E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 2.398366072288E-4, 1.273673922335E+2
2.047559449312E+6, 2.047559449312E+6, 1.441232637444E-4, 1.325383233837E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 2.038210742408E-4, 1.325383233837E+2
2.050062578223E+6, 2.050062578223E+6, 1.079889661252E-4, 1.282643919545E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.527194604809E-4, 1.282643919545E+2
2.052565707134E+6, 2.052565707134E+6, 1.037318926459E-4, 1.276951970951E+2, 6.864013504023E+1, 0.000000000000E+0, 0.000000000000E+0, 1.466990494305E-4, 1.276951970951E+2
